-7.9474,-7.7336,1.3493,-12.219,10.345,6.7158,4.1649,12.304,-9.404,-8.5022,0
-2.3964,-13.929,-6.411,-13.068,12.513,-10.666,11.978,1.6303,-14.523,1.2131,0
-10.19,13.039,9.1955,9.8971,-4.3002,2.5431,-5.1934,-14.944,5.2805,5.9306,0
-4.2429,5.753,-12.99,-5.8716,-6.3752,-5.9344,-4.4235,11.248,-12.845,1.7798,0
12.568,14.29,-7.2829,13.784,-0.86558,0.87493,8.4727,1.9088,0.57472,8.613,0
-3.4624,14.969,-6.4207,5.6581,11.187,6.2475,2.9727,-8.0846,-2.6103,-10.165,0
-10.436,-3.6744,-11.975,-5.3249,3.039,14.173,8.9218,-4.6508,-9.8804,-10.899,0
-3.6509,-4.6298,2.0455,-1.2481,-5.1301,-14.864,-6.056,12.502,14.165,0.06806,0
6.0372,0.81293,-7.5355,0.16538,-7.7147,-9.8165,-1.0478,-12.401,12.626,8.8288,0
12.475,-12.521,7.2129,0.23667,12.1,-14.654,9.9969,8.1417,0.64891,-9.077,0
-11.338,6.7723,-13.434,5.3401,1.2982,6.7844,14.676,-12.525,0.75667,1.1478,0
-12.171,11.669,-10.049,-14.263,-7.3277,12.973,8.1959,10.842,-1.4326,7.7577,0
13.232,9.2765,-7.3984,-14.14,14.361,14.054,14.326,-2.5579,-3.37,-10.655,0
-2.3711,-13.411,6.3073,-9.4666,9.2442,14.817,8.814,8.7761,-7.8293,-1.6703,0
-3.1558,3.5469,7.728,-6.3956,13.273,10.371,-3.5751,-0.67217,-10.966,0.18836,0
7.9418,2.4247,10.793,-3.59,3.4219,-2.512,8.0327,-11.65,-2.9804,14.122,0
3.7542,0.1566,9.2096,4.9765,-5.3793,13.582,-2.3797,4.7629,3.671,4.4791,0
-5.7219,14.673,-4.2442,10.336,-13.275,-6.0973,2.9937,-6.9783,3.0915,13.843,0
4.6757,-13.342,5.0742,10.908,-1.3696,-5.4716,-2.1236,11.739,4.5888,4.6742,0
-9.7619,-7.2798,-2.7793,-1.4591,1.2347,-2.1285,12.897,-8.6996,9.9161,-8.884,0
-14.197,0.46075,-13.419,-11.702,13.481,12.785,-10.781,-1.2943,-2.2111,10.177,0
13.153,-6.7872,-14.742,-8.4158,1.1581,11.418,-7.2091,3.4121,-1.8558,-9.4893,0
4.4308,-9.6855,4.087,-6.8653,-8.1224,2.4518,12.964,2.0146,-14.167,-4.0185,0
-5.5536,0.87184,-3.4563,-4.0442,13.369,2.8899,10.791,-0.21658,8.224,-14.623,0
12.917,-9.0603,2.964,-5.2434,5.8512,2.0992,2.0483,-11.016,6.8285,10.682,0
7.703,-0.60533,12.684,-3.7778,-7.3682,1.9764,7.3433,-4.3546,-7.9957,-1.3119,0
13.583,13.01,10.819,4.4723,-1.1667,9.184,-12.758,-6.2849,-2.9199,-4.7101,0
-1.8425,-13.617,1.7368,4.4325,-8.091,-13.702,13.497,4.4044,5.7741,10.503,0
-4.2556,-5.9898,2.607,14.64,-2.1391,12.651,5.8623,1.1156,0.30315,-3.9098,0
12.579,12.009,7.8052,12.133,-3.2086,10.174,-14.696,3.2685,-12.789,-5.4673,0
14.267,-8.644,-0.69372,9.439,7.1125,-10.205,13.406,1.242,-7.8116,3.4361,0
-8.7328,-11.406,11.718,-6.6297,-3.4254,-12.441,4.8432,-7.077,-11.886,4.5462,0
-6.8697,5.5306,-0.39493,-1.7418,-14.925,-9.9244,-8.1577,14.265,10.795,0.77394,0
13.471,-5.3824,-7.5268,2.3034,14.348,-11.286,-9.6048,-4.9464,13.447,1.7992,0
-10.942,1.3462,1.2198,-6.8427,-12.432,-10.329,-1.0593,-9.0899,-9.7646,-7.5565,0
-9.2464,14.032,-14.722,0.36961,14.731,5.1392,4.0806,-0.15192,-3.798,8.5912,0
6.9829,-11.449,11.033,-1.4751,14.596,-14.901,-9.2701,11.121,7.9677,11.609,0
14.272,14.416,1.7842,-6.7704,-9.4203,8.9359,-8.7615,-6.9084,10.683,11.452,0
8.7437,10.748,-0.50464,14.529,10.242,-4.5121,0.20311,12.641,-0.45581,6.4379,0
6.9723,12.132,-2.419,14.399,0.11305,-8.3767,-10.977,-1.9663,-11.604,-12.741,0
-10.626,-12.091,-7.1551,-10.728,13.296,6.4029,-10.13,10.102,1.6559,-10.9,0
8.1071,-3.0474,3.0633,3.6026,-0.17406,-0.96614,-2.0672,13.243,-12.328,-9.2938,0
-8.9596,-8.848,3.8255,-11.557,8.4724,6.307,6.215,6.5048,-11.946,-5.7979,0
-4.1179,-7.2632,9.8438,7.7911,1.9777,12.389,-3.5279,5.3566,-5.2248,-14.179,0
-6.5836,7.5105,11.273,6.6616,3.5179,11.084,6.7637,2.8082,-4.8011,2.406,0
-3.7259,-7.0014,13.863,4.8234,1.423,2.2569,-6.0799,5.42,4.3309,-8.6112,0
-12.396,14.245,8.2938,5.3724,-8.8299,-10.987,-0.06769,-3.4398,-6.5056,-6.3713,0
-13.539,2.1554,9.354,9.5995,3.0933,12.289,-1.5343,-3.0904,-5.4496,-11.313,0
0.59108,-11.512,-9.0531,-5.7179,-12.376,7.1767,-5.148,13.079,12.845,-11.428,0
-6.8781,-1.3136,2.33,7.1867,12.733,8.915,-10.531,1.9459,-3.6423,-12.975,0
2.6971,11.211,8.1955,8.0627,7.5465,-10.448,0.33921,-8.1711,5.6057,4.798,0
-14.061,4.5249,6.1454,-5.2529,11.046,-6.213,12.441,1.8172,-11.877,4.8249,0
5.4552,11.411,-1.1474,3.8084,12.092,-13.069,12.459,10.627,-8.5105,-13.88,0
5.0265,-14.78,-7.2679,4.2753,-10.72,2.3137,14.618,-0.79006,12.987,-9.9153,0
3.1767,-5.3571,-3.9269,-14.972,0.99752,-13.451,-0.32955,7.1562,-0.5518,-6.0685,0
-10.501,0.62019,-1.8459,-5.1209,-10.227,7.0503,7.021,4.892,-0.83429,-6.3183,0
-3.7584,7.4148,-8.8511,-5.0693,-6.2593,-10.072,8.6303,7.7614,-3.826,-7.715,0
-13.262,-2.567,-6.2394,-13.426,3.0997,13.01,-12.825,-10.623,6.941,5.2419,0
-12.23,12.927,11.142,-7.065,0.9113,-1.7896,-13.545,2.3187,-8.8246,0.63614,0
14.242,11.142,14.854,-12.238,14.544,-2.595,11.255,12.599,-10.726,-4.8698,0
3.6616,14.992,-11.17,-13.899,-12.887,-12.215,-0.26281,14.27,6.0165,-1.6559,0
11.187,-11.422,9.6962,8.4431,-5.9032,-14.757,-4.579,4.8594,-14.646,3.0616,0
-11.253,-3.5803,-6.173,-13.869,7.9714,-4.8306,2.6104,0.13528,5.1226,-13.162,0
-8.8775,-11.196,-2.8427,13.954,-14.953,-9.4269,-4.0669,-12.156,-4.6992,-7.2626,0
-7.5719,-2.846,1.8753,-0.73547,13.728,-11.698,11.057,9.0233,-13.11,-9.2915,0
-5.3762,-3.9718,-8.1002,-0.58203,5.3676,14.888,5.351,2.8202,-11.113,0.68678,0
-10.602,-7.9873,-3.0644,-3.9873,-0.52499,2.6717,1.6596,13.4,0.48511,4.7323,0
-4.6107,-13.924,-4.7471,14.357,1.7659,-8.4553,-4.9308,6.1466,9.7266,9.2712,0
-3.2552,-14.275,1.6632,4.7974,11.307,-12.532,-5.9588,12.325,2.8152,-8.506,0
3.3933,8.7171,4.7094,2.4334,9.5005,3.8011,3.6455,-11.458,-5.7291,-8.5635,0
-9.4996,-1.9816,5.2573,-6.2309,-13.566,4.1179,-0.9836,3.3815,-2.8077,3.6173,0
11.672,9.5712,6.8663,13.882,12.336,1.2683,8.0664,-4.8332,14.222,-12.796,0
-5.9207,13.188,1.1606,-8.3019,2.0352,1.6727,-12.256,-3.8037,-1.5438,-0.063042,0
14.877,-12.949,-0.8783,11.016,12.626,-13.946,-10.736,-11.083,-10.757,-12.084,0
2.0904,-2.1445,10.93,-6.4065,-8.1732,-2.8427,-8.0312,-1.3729,4.3993,-9.9401,0
1.0902,-7.884,4.6855,6.2726,-8.585,8.5647,-7.3381,6.3845,10.727,-9.2224,0
13.53,-9.4114,-5.9288,14.066,3.4753,5.5768,-13.819,-12.738,3.0046,5.822,0
10.533,10.436,-2.5436,13.657,-6.759,-7.8851,13.901,8.026,-13.467,4.458,0
-13.372,2.5378,13.051,-0.37467,-2.1359,-7.1702,-12.437,-7.197,-12.698,-7.8611,0
-0.14147,-6.3897,2.3113,4.0687,9.9295,14.363,-5.9297,-5.6824,-7.1701,12.979,0
4.0397,-4.4078,8.2744,8.098,-3.1863,11.567,-2.3968,-1.0834,3.963,0.23352,0
-2.7495,13.096,9.9726,5.4511,5.914,4.094,-1.4003,-1.1956,-7.064,-11.574,0
7.6769,-7.2535,-10.074,1.0001,-10.991,-14.249,1.3644,11.076,-11.218,13.133,0
6.8873,-10.256,11.793,-8.4356,-14.52,-11.029,9.0989,-1.2419,-10.172,4.1304,0
-2.7053,-10.047,-3.5901,12.258,12.637,10.949,11.264,-6.4215,-12.943,-1.7098,0
-8.8707,12.625,8.4133,-1.7409,13.558,14.272,8.042,-11.299,2.6991,1.0444,0
-11.34,7.7886,-8.7643,-12.109,-4.4982,-14.174,-3.0195,-14.18,5.4215,6.6756,0
3.8769,6.2477,3.0673,-2.781,8.5687,14.149,8.3138,1.7648,2.9715,-9.7914,0
-8.2289,14.573,-0.82344,0.9092,9.421,-12.344,12.108,14.711,-0.032257,-7.4204,0
7.777,11.387,7.0183,12.733,-3.4219,-1.7441,-3.9853,14.752,-13.777,9.5618,0
-12.608,-10.391,-1.9081,-0.82088,-13.863,-4.2068,5.086,-13.879,-8.1917,1.4322,0
13.428,5.34,-12.962,-13.722,1.0844,-1.878,-11.026,-6.7686,5.444,-2.1336,0
2.0789,-3.3977,-6.2399,-13.231,-0.61477,3.0721,-2.8986,-12.638,-6.9932,8.065,0
-7.8518,0.09641,-2.4842,5.6044,5.0664,-9.7829,-11.259,4.5489,-14.811,-5.6957,0
-11.435,11.153,-3.4481,13.185,-8.8838,-9.2717,-0.10339,-0.47498,9.042,-5.6667,1
12.155,-10.513,7.1581,-5.0417,-11.067,14.55,5.8272,-1.1314,-8.3459,9.1025,0
14.108,0.5657,4.2077,-2.6775,-2.2548,4.0456,-0.049932,-0.17337,4.1099,-7.5794,0
-8.2821,-2.247,2.2149,-1.6941,1.8107,2.0174,-7.824,6.8614,-0.32843,3.9971,1
-5.4566,14.06,9.6296,-5.8967,1.3768,12.539,1.1578,2.7796,-14.404,-5.1836,0
-12.795,-11.799,-3.7978,-0.18354,-14.705,7.7327,7.1454,5.7713,-2.0681,-6.6312,0
-14.43,-2.9277,-7.866,-0.71584,11.664,3.7564,1.821,4.8923,10.461,4.1975,0
6.2927,8.8651,14.759,-5.7631,14.502,12.509,10.155,4.0838,0.16798,0.95853,0
13.984,-6.9164,14.01,6.846,8.0512,11.279,-1.1374,13.366,-4.7304,10.068,0
6.4507,-2.9644,14.581,4.1437,0.58285,11.791,3.9372,-0.19783,-13.966,-11.527,0
13.895,13.652,-12.35,-13.358,-6.4908,-13.024,-13.765,-3.171,-13.212,-2.0078,0
2.1592,14.012,12.627,9.4726,-1.1382,12.721,-13.409,3.2129,4.3677,12.027,0
-10.147,3.1856,8.2554,9.2094,-10.625,1.9867,4.7941,9.6499,8.6116,0.97984,0
14.83,5.7207,-8.0085,-5.3571,-1.4994,3.3165,2.2761,7.928,13.239,9.9737,0
4.5554,-7.359,10.042,7.6121,13.589,-9.577,-1.8222,8.7056,-12.929,8.2355,0
-13.686,-6.1075,2.6965,-7.9538,13.854,-0.20294,-14.733,3.7064,-7.2786,-1.0233,0
12.334,-10.14,3.8278,-1.1682,10.021,5.883,10.301,8.9081,-13.388,-8.6103,0
-2.1742,-5.3456,-9.8792,-1.8614,-11.783,10.055,-11.194,7.9142,3.3254,4.284,0
2.8103,-5.4948,-9.7586,8.5652,-6.5578,2.9414,-7.9237,13.52,-1.06,10.99,0
-10.33,-7.8012,-13.51,-6.5844,-10.861,14.409,-4.9338,-8.113,3.5457,13.426,0
-10.268,-11.941,-1.4464,13.785,-7.4422,14.748,-10.704,-1.4645,-6.186,14.741,0
-14.981,-12.884,12.76,-12.502,5.0038,-2.9194,11.852,-2.8187,2.2347,-10.429,0
4.2953,-5.0783,-10.143,0.50339,-14.822,-9.362,-4.4866,-9.8237,9.0432,-11.623,0
6.4281,4.5589,-0.82197,4.2919,2.2304,-13.845,-14.704,5.3712,0.63222,7.1021,0
-1.1747,-11.886,-5.6582,-11.348,1.8556,-14.428,-0.87798,3.1713,-9.2233,13.861,0
7.9037,-9.4282,12.735,-8.9852,2.5451,-8.2849,-7.0217,-14.545,-12.244,3.6094,0
-12.874,1.2701,-14.667,-3.0821,-3.4338,11.293,-1.7805,-2.0228,-10.429,-14.413,0
-5.7088,-11.028,-7.3078,-2.8854,5.6953,-3.3516,3.9219,0.13661,8.7826,10.79,0
-3.0021,1.6673,-10.613,-9.856,-11.354,-11.933,-2.8762,2.8353,-0.48584,2.2869,0
-1.2798,10.178,-14.468,-7.844,-11.286,-6.143,11.894,-8.6191,-12.73,10.545,0
12.319,-2.4504,10.422,-3.3216,-9.5982,14.972,-9.3383,6.0531,-7.1443,0.23481,0
-11.662,-13.198,-12.562,9.1803,13.16,3.7434,4.3445,-10.813,2.6113,8.5395,0
-0.51952,11.328,-10.06,-6.0363,-2.2868,-13.468,-12.576,14.421,6.4204,-14.243,0
11.959,-4.1747,-8.1363,10.98,-6.9116,-1.1665,7.1082,-8.6032,-5.7396,-14.487,0
-8.5845,-4.4186,-14.093,9.514,13.149,-8.3372,-14.942,7.3815,1.1819,11.293,0
-10.351,5.8991,-12.91,7.1155,5.007,6.3841,-12.333,2.4631,6.0674,3.9805,0
-4.7025,-5.0439,-14.145,-12.154,5.3078,9.3874,-6.8676,0.94643,7.5316,-0.9762,0
-3.1589,6.2114,-4.93,11.11,-14.057,-1.3806,6.2593,2.2568,-7.0552,10.63,1
8.9108,-14.976,8.5625,-10.5,-8.3297,0.18692,-14.223,2.1165,5.4392,-13.397,0
4.4151,12.514,-0.23185,-0.93239,-7.0787,3.9167,11.4,-11.124,-6.0535,0.55979,0
1.7427,1.8926,-3.8383,0.99956,-5.1589,-8.9492,-6.5882,5.9169,-8.8152,-5.0301,0
1.3261,-7.9431,1.981,-1.5849,-2.9413,-8.9092,1.0764,-13.455,9.9015,-13.116,0
-9.4183,8.5068,-11.457,0.045833,-1.2641,-10.031,-10.916,-2.6879,-4.2401,-12.465,0
-2.0296,10.603,6.7173,7.9368,-0.63282,13.243,-5.3833,4.057,8.1927,-10.961,0
-5.9022,-2.2502,9.3041,4.9007,7.9814,-11.148,4.7015,14.965,1.1153,-0.59173,0
11.742,7.6067,-2.6197,-7.0863,-1.8199,-0.1566,-14.547,3.9099,-3.7128,-14.46,0
0.11432,0.183,9.8891,3.3915,12.568,-1.6418,13.429,14.815,-10.795,6.0643,0
-11.607,9.9104,5.6018,14.672,-13.77,-11.848,-9.7143,-3.8315,-8.528,-0.54056,0
-1.9278,0.59329,14.919,4.2221,4.8595,7.9385,11.921,-9.0816,11.756,-2.7064,0
13.336,-0.50132,-5.2222,-9.8803,-0.01552,5.8141,-5.2443,12.807,-14.962,9.786,0
6.59,12.753,-9.774,9.4298,1.7175,7.0605,-8.6938,-2.1203,7.2012,-4.564,0
-4.2496,3.7474,-12.356,9.4364,9.78,6.2198,4.1016,0.15148,-3.8916,-4.9072,0
2.755,-12.346,-14.755,2.2571,5.0185,2.819,14.964,-8.5478,14.919,-2.7823,0
10.902,11.954,13.308,0.085844,2.9913,-12.562,-3.0673,-8.3727,-10.596,-9.649,0
14.21,-12.411,5.7418,-4.9316,12.787,2.709,14.161,8.3734,10.708,12.441,0
6.1498,11.128,-10.338,1.8187,-3.2518,-13.585,14.828,-8.8147,-6.2775,14.453,0
9.3188,-10.123,-0.81521,2.9284,2.6462,-13.308,3.9061,-5.4667,-14.847,4.7022,0
3.1959,4.8175,-11.23,-3.5689,10.642,13.749,-12.352,10.711,5.0852,-11.315,0
-9.2008,-9.4726,-10.804,8.3931,-1.1825,-10.158,5.8905,-4.9832,2.3734,5.3158,0
-6.1342,0.56899,-4.2795,14.571,-6.7936,9.5194,-11.152,8.8577,13.725,4.8158,0
-0.731,-4.7217,-11.298,0.7476,7.885,-0.71533,-3.1812,12.845,2.9768,4.0693,1
-1.9877,-8.7786,0.64877,-14.561,-3.4143,0.44951,-6.7823,-6.2027,9.105,-9.3924,0
10.069,-2.1136,4.2579,2.4249,13.971,6.3246,3.0925,4.6861,-4.8936,-1.5512,0
0.34678,-5.5532,13.305,1.4814,-14.918,2.4777,-6.4489,-11.385,7.526,-9.9276,0
-10.845,8.6026,-14.868,4.2172,-6.5202,14.633,6.0406,11.218,-6.0764,10.808,0
